0.005,3037.15652648
0.01,998.325033728
0.015,3607.81288769
0.02,3233.24314466
0.025,3824.22196358
0.03,3141.19787683
0.035,3714.80958607
0.04,2135.6998851
0.045,2405.13625271
0.05,4443.43787693
0.055,3502.37916329
0.06,2012.88533485
0.065,2549.50947266
0.07,4464.42761938
0.075,1924.0735423
0.08,3248.51375052
0.085,2132.88729049
0.09,1837.89705531
0.095,1551.24277377
0.1,2800.00853267
0.105,2506.05172784
0.11,2220.46173654
0.115,2185.66944853
0.12,1912.39143354
0.125,3293.54053803
0.13,926.304185899
0.135,1822.69178184
0.14,896.902935331
0.145,2426.17094326
0.15,3254.75407281
0.155,1494.24257666
0.16,3988.98778129
0.165,2684.34225814
0.17,3249.17163923
0.175,1198.23884424
0.18,785.578578079
0.185,1737.41422926
0.19,2467.0383508
0.195,1492.39133965
0.2,2016.89641647
0.205,1261.42967561
0.21,2478.98633119
0.215,1565.91946918
0.22,2735.01173098
0.225,1343.5080284
0.23,1484.67374351
0.235,1782.18447363
0.24,1750.28398195
0.245,1250.01669596
0.25,920.609117391
0.255,1355.5627402
0.26,1478.5413963
0.265,2321.7613452
0.27,1566.70113544
0.275,978.415274547
0.28,1919.76990111
0.285,2017.98827806
0.29,10.6227886556
0.295,2.26925234547
0.3,1.14491368931
0.305,0.751854116337
0.31,0.546122128268
0.315,0.495078742545
0.32,0.420385211391
0.325,0.39188617156
0.33,0.453159676156
0.335,0.386148555623
0.34,0.384545360957
0.345,0.377788444072
0.35,0.348277821234
0.355,0.306265265458
0.36,0.347493112642
0.365,0.286667802496
0.37,0.345296858172
0.375,0.289867771173
0.38,0.268278908286
0.385,0.268361489053
0.39,0.296768856405
0.395,0.318695116939
0.4,0.281588887719
0.405,0.278105737785
0.41,0.290984717014
0.415,0.291400994489
0.42,0.281232507944
0.425,0.28571773383
0.43,0.251063548084
0.435,0.266380603849
0.44,0.272564476728
0.445,0.257360343201
0.45,0.252880849014
0.455,0.2668651252
0.46,0.261749624798
0.465,0.246083725754
0.47,0.257986316649
0.475,0.258201121582
0.48,0.265612169151
0.485,0.256818699003
0.49,0.246043992694
0.495,0.244510928112
0.5,0.2524590642
0.505,0.24591269991
0.51,0.246632452198
0.515,0.24687586126
0.52,0.241769926811
0.525,0.246220551126
0.53,0.244047500698
0.535,0.238859010523
0.54,0.245751635368
0.545,0.236467180911
0.55,0.23880313614
0.555,0.235742137055
0.56,0.230406361751
0.565,0.232489289594
0.57,0.233765094341
0.575,0.228296645541
0.58,0.230670357518
0.585,0.230755346338
0.59,0.230199998643
0.595,0.229617553948
0.6,0.234322754127
0.605,0.230948688638
0.61,0.226751552695
0.615,0.225252241646
0.62,0.222675421359
0.625,0.226398823498
0.63,0.223231204302
0.635,0.232676944713
0.64,0.226291840548
0.645,0.224982963777
0.65,0.223791763284
0.655,0.214039024325
0.66,0.221769252292
0.665,0.220669767912
0.67,0.219118845661
0.675,0.218963773546
0.68,0.221566058661
0.685,0.222467646242
0.69,0.219627240179
0.695,0.220501652166
0.7,0.213723942835
0.705,0.215450913803
0.71,0.217774399623
0.715,0.211843954093
0.72,0.212597715088
0.725,0.211227629969
0.73,0.217263654292
0.735,0.212976866092
0.74,0.214649660855
0.745,0.214362965833
0.75,0.213054724996
0.755,0.211248019413
0.76,0.211576590755
0.765,0.207541103193
0.77,0.205548205574
0.775,0.21233078993
0.78,0.210185214843
0.785,0.204658768083
0.79,0.205681993367
0.795,0.206570604691
0.8,0.205584258062
0.805,0.20236054434
0.81,0.205437612683
0.815,0.204785764399
0.82,0.203096763008
0.825,0.205159495084
0.83,0.203477229539
0.835,0.200323103462
0.84,0.20247989066
0.845,0.200894236321
0.85,0.200749480612
0.855,0.201737763885
0.86,0.19728199227
0.865,0.198363797389
0.87,0.198749746447
0.875,0.197947787605
0.88,0.200915462515
0.885,0.196558778933
0.89,0.197105639282
0.895,0.19801478031
0.9,0.196168484003
0.905,0.19615418874
0.91,0.195628654231
0.915,0.194846221744
0.92,0.195757399829
0.925,0.193474067759
0.93,0.193979982861
0.935,0.194407542386
0.94,0.19392454891
0.945,0.192222177023
0.95,0.192595042301
0.955,0.192191332595
0.96,0.191161287981
0.965,0.190376121093
0.97,0.189733704843
0.975,0.18797422194
0.98,0.189678152633
0.985,0.189014708603
0.99,0.188824532723
0.995,0.188179005439
1.0,0.187575535296
